record_id,Inspector_id,inspector_name,municipality_id,municipality_name,source_of_pollution,latitude,longitude,record_created_at,record_assigned_at,In_progress_created_at,record_closed_at,record_status,resolution_type,level_of_pollution,type,value
90,5,Michael Moore,5,Kapishtec,other,41.97744959842192,21.49505868884669,2023-10-01 06:27:46,2023-10-11 17:13:56,,,pending,,Low,so2,4.0
91,5,Michael Moore,5,Kapishtec,factory,41.96991895272456,21.492184402558703,2023-10-23 15:09:51,2023-10-26 02:12:31,2023-10-28 13:03:17,,in_progress,,Low,so2,5.0
92,5,Michael Moore,1,Karposh,household,42.011952360166426,21.406143396582817,2023-10-07 01:18:54,2023-10-21 10:30:08,,,pending,,Low,so2,2.0
93,2,Alice Doe,4,Gjorche,factory,42.00126415866936,21.39682122722936,2023-08-30 20:36:58,2023-09-24 17:57:32,2023-10-07 17:36:49,2023-10-27 21:53:41,completed,fine,Low,so2,4.0
94,2,Alice Doe,5,Kapishtec,household,41.97602683792252,21.497117261028745,2023-09-20 02:35:21,2023-10-14 16:08:01,,,pending,,Low,so2,2.0
95,3,Charlie Johnson,1,Karposh,factory,41.99876302188347,21.40241544531694,2023-10-28 10:12:12,2023-10-28 16:31:51,2023-10-28 19:35:09,2023-10-28 20:18:24,completed,declined,Low,so2,4.0
96,1,John Doe,5,Kapishtec,other,41.97573065463291,21.49135900020749,2023-10-13 02:59:12,2023-10-22 15:25:31,,,pending,,Low,so2,4.0
97,1,John Doe,5,Kapishtec,other,41.96720859955744,21.49292469686063,2023-10-26 07:59:55,2023-10-28 15:52:17,2023-10-28 18:01:32,2023-10-28 19:16:26,completed,warning,Low,so2,4.0
98,3,Charlie Johnson,1,Karposh,other,42.00384031547693,21.411910408433272,2023-09-06 00:52:43,2023-09-15 00:46:16,2023-10-06 22:19:53,,in_progress,,Low,so2,2.0
99,1,John Doe,4,Gjorche,household,42.009128246659294,21.39597728421464,2023-09-09 09:26:55,2023-10-09 04:12:59,2023-10-12 02:15:25,,in_progress,,Low,so2,7.0
100,1,John Doe,2,Aerodrom,factory,41.99169595438909,21.445370244325822,2023-09-09 03:00:48,2023-09-10 23:05:06,,,pending,,Low,so2,4.0
101,2,Alice Doe,2,Aerodrom,other,41.997128484369846,21.455693630283445,2023-09-15 01:50:43,2023-10-02 12:02:54,,,pending,,Low,so2,4.0
102,4,Bob Williams,1,Karposh,factory,42.00836848114916,21.403945720317296,2023-09-24 20:51:27,2023-10-27 11:06:30,2023-10-27 20:01:17,,in_progress,,Low,so2,6.0
103,5,Michael Moore,2,Aerodrom,factory,41.995354687917306,21.44927809754351,2023-10-20 05:55:08,2023-10-23 03:02:50,2023-10-27 09:27:01,,in_progress,,Low,so2,7.0
104,5,Michael Moore,3,Centar,household,41.9952496349084,21.42609620334998,2023-08-03 04:46:30,2023-08-31 02:52:55,2023-09-29 08:53:18,2023-10-12 07:32:50,completed,declined,Low,so2,5.0
105,2,Alice Doe,1,Karposh,factory,41.99714969348364,21.40850840150243,2023-08-09 23:38:21,2023-09-03 20:53:28,,,pending,,Low,so2,7.0
106,4,Bob Williams,4,Gjorche,household,42.00972303313353,21.398049579079835,2023-10-10 08:15:10,2023-10-10 08:30:30,,,pending,,Low,so2,4.0
107,4,Bob Williams,4,Gjorche,household,41.99988094551308,21.403366269565087,2023-08-18 21:00:48,2023-08-24 10:08:05,2023-09-05 14:25:54,2023-10-17 11:55:00,completed,fine,Low,so2,4.0
108,5,Michael Moore,5,Kapishtec,other,41.969992176977065,21.48511431952245,2023-10-22 10:43:29,2023-10-24 20:20:32,2023-10-28 11:52:49,2023-10-28 12:46:43,completed,fine,Low,so2,4.0
109,5,Michael Moore,5,Kapishtec,other,41.978083045613374,21.48933322761051,2023-08-19 03:40:59,2023-09-10 13:52:52,2023-10-15 15:44:44,,in_progress,,Low,so2,4.0
110,5,Michael Moore,1,Karposh,other,42.01075031040938,21.40547936176178,2023-09-01 07:14:27,2023-10-09 05:24:22,2023-10-26 05:29:43,,in_progress,,Low,so2,4.0
111,3,Charlie Johnson,3,Centar,household,41.99232952102457,21.437195294887136,2023-09-10 13:13:43,2023-09-15 16:01:00,,,pending,,Low,so2,4.0
112,4,Bob Williams,2,Aerodrom,household,41.98686966171625,21.45085777395693,2023-10-28 16:13:12,2023-10-28 20:20:18,2023-10-28 20:30:05,2023-10-28 20:39:02,completed,warning,Low,so2,2.0
113,5,Michael Moore,3,Centar,factory,41.98915022038649,21.42348303246724,2023-10-13 00:37:15,2023-10-18 00:02:22,,,pending,,Low,so2,7.0
114,2,Alice Doe,5,Kapishtec,other,41.97235175706277,21.48292286965347,2023-08-01 08:34:58,2023-10-12 15:39:36,2023-10-20 15:00:30,,in_progress,,Low,so2,4.0
115,1,John Doe,5,Kapishtec,factory,41.97647139204318,21.490789835476917,2023-08-16 03:48:03,2023-09-30 02:21:41,2023-10-23 02:21:10,2023-10-23 13:49:09,completed,other,Low,so2,4.0
116,5,Michael Moore,2,Aerodrom,factory,41.9907850917342,21.44479442779034,2023-08-24 09:39:06,2023-09-19 17:48:04,,,pending,,Low,so2,7.0
117,2,Alice Doe,3,Centar,factory,41.99645754423842,21.43400572485299,2023-09-24 20:18:54,2023-10-21 06:33:09,2023-10-23 12:52:53,2023-10-26 15:56:06,completed,warning,Low,so2,7.0
118,1,John Doe,4,Gjorche,other,42.00396320647138,21.393115276217124,2023-09-25 07:01:07,2023-10-26 20:07:08,,,pending,,Low,so2,7.0
119,2,Alice Doe,5,Kapishtec,other,41.97733043784523,21.485762635541903,2023-10-05 12:26:05,2023-10-15 01:38:37,2023-10-27 22:57:47,,in_progress,,Low,so2,4.0
120,4,Bob Williams,2,Aerodrom,other,41.9980000548174,21.457531790099303,2023-09-28 00:53:30,2023-10-23 23:19:52,2023-10-27 14:00:55,2023-10-27 16:49:26,completed,warning,Low,so2,4.0
121,4,Bob Williams,3,Centar,other,41.983691520042456,21.429758355972247,2023-08-22 18:13:51,2023-10-20 21:31:53,2023-10-21 05:31:48,,in_progress,,Low,so2,7.0
122,2,Alice Doe,3,Centar,household,41.98944087239319,21.431037063496703,2023-10-08 22:52:33,2023-10-19 02:03:43,,,pending,,Low,so2,4.0
123,5,Michael Moore,2,Aerodrom,other,41.992057823051056,21.454749202766106,2023-10-11 03:09:50,2023-10-28 08:09:36,2023-10-28 18:15:02,2023-10-28 18:57:09,completed,fine,Low,so2,7.0
124,3,Charlie Johnson,5,Kapishtec,factory,41.97806436439687,21.491746541518527,2023-08-11 19:44:30,2023-09-11 05:32:51,2023-10-26 18:24:15,2023-10-26 20:51:36,completed,other,Low,so2,7.0
125,4,Bob Williams,5,Kapishtec,household,41.97618588214054,21.49225091441724,2023-08-23 12:27:32,2023-09-10 16:03:24,2023-10-07 21:11:31,2023-10-09 23:26:27,completed,warning,Low,so2,7.0
126,5,Michael Moore,2,Aerodrom,other,41.993405975183904,21.450299213663,2023-08-03 14:34:09,2023-10-03 10:12:32,,,pending,,Low,so2,4.0
127,3,Charlie Johnson,3,Centar,household,41.98941263734716,21.42405190663683,2023-08-27 02:38:01,2023-10-20 03:24:42,2023-10-22 15:44:50,2023-10-24 11:15:31,completed,warning,Low,so2,4.0
128,5,Michael Moore,3,Centar,household,41.99141880017061,21.43890973846601,2023-09-24 05:00:56,2023-10-16 03:16:57,2023-10-16 22:53:58,,in_progress,,Low,so2,5.0
129,5,Michael Moore,1,Karposh,household,41.99496954678812,21.4084228805392,2023-08-26 20:44:46,2023-09-22 17:55:12,2023-10-02 17:12:29,,in_progress,,Low,so2,9.0
130,1,John Doe,3,Centar,household,41.99560491015774,21.431040427088924,2023-10-20 04:46:02,2023-10-27 21:51:41,2023-10-27 22:40:06,,in_progress,,Low,so2,4.0
131,3,Charlie Johnson,4,Gjorche,factory,42.00361990731766,21.409251225152605,2023-10-11 09:21:33,2023-10-20 14:30:59,2023-10-25 00:01:47,,in_progress,,Low,so2,2.0
132,4,Bob Williams,4,Gjorche,household,42.00300018913103,21.4040000852914,2023-10-01 17:42:46,2023-10-20 09:56:39,2023-10-24 17:03:48,,in_progress,,Low,so2,4.0
133,2,Alice Doe,5,Kapishtec,factory,41.97645916257994,21.485902827441425,2023-08-05 08:51:35,2023-08-13 05:51:58,2023-09-21 22:17:55,2023-09-29 08:05:46,completed,fine,Low,so2,2.0
134,3,Charlie Johnson,4,Gjorche,household,41.99394274956438,21.39819321291941,2023-10-02 15:38:29,2023-10-20 09:26:29,2023-10-25 10:10:31,,in_progress,,Low,so2,5.0
135,2,Alice Doe,2,Aerodrom,household,41.993857264156325,21.45486922315725,2023-10-23 05:53:37,2023-10-26 11:34:49,2023-10-28 18:20:34,,in_progress,,Low,so2,4.0
136,3,Charlie Johnson,5,Kapishtec,household,41.96689099592509,21.490165644158008,2023-08-15 09:41:40,2023-09-04 16:40:13,,,pending,,Low,so2,7.0
137,3,Charlie Johnson,5,Kapishtec,household,41.9812828621365,21.49359119461288,2023-09-22 17:00:51,2023-10-09 09:21:10,2023-10-23 23:16:23,2023-10-25 11:08:04,completed,other,Low,so2,4.0
138,4,Bob Williams,2,Aerodrom,other,41.98895157893693,21.45152461053564,2023-10-04 20:02:18,2023-10-07 14:57:24,,,pending,,Low,so2,2.0
139,5,Michael Moore,2,Aerodrom,other,41.991120637733424,21.449667512989528,2023-10-24 10:37:25,2023-10-25 09:35:56,2023-10-28 14:26:13,,in_progress,,Low,so2,7.0
140,2,Alice Doe,1,Karposh,household,42.00750441417354,21.40922107446646,2023-09-05 16:20:47,2023-10-05 04:46:15,2023-10-07 11:09:14,2023-10-25 17:16:41,completed,declined,Low,so2,2.0
141,5,Michael Moore,2,Aerodrom,factory,42.00125248433807,21.44705030489713,2023-09-18 17:16:20,2023-09-19 17:13:00,2023-10-17 11:08:30,,in_progress,,Low,so2,5.0
142,3,Charlie Johnson,4,Gjorche,household,42.00144493238822,21.39624094721431,2023-09-30 21:43:56,2023-10-06 06:12:09,,,pending,,Low,so2,7.0
143,4,Bob Williams,3,Centar,household,41.99601126250613,21.43352267769268,2023-08-15 07:29:41,2023-08-31 13:32:52,,,pending,,Low,so2,4.0
144,2,Alice Doe,3,Centar,household,41.98240627895964,21.430327641404663,2023-08-16 14:01:04,2023-10-07 11:40:46,2023-10-17 21:01:55,,in_progress,,Low,so2,2.0
145,2,Alice Doe,4,Gjorche,other,42.00449523706198,21.394028881271016,2023-08-05 21:56:41,2023-08-20 07:02:30,2023-09-02 16:11:35,,in_progress,,Low,so2,5.0
146,3,Charlie Johnson,1,Karposh,other,41.9961048421642,21.4079506036968,2023-09-21 04:51:02,2023-09-27 03:12:25,2023-10-26 14:10:42,,in_progress,,Low,so2,4.0
147,3,Charlie Johnson,3,Centar,other,41.98954447287683,21.42430308839929,2023-10-25 14:15:16,2023-10-28 03:08:34,2023-10-28 12:36:03,,in_progress,,Low,so2,2.0
148,5,Michael Moore,1,Karposh,household,42.000784989523176,21.402770715914077,2023-09-17 14:25:26,2023-10-26 08:19:30,,,pending,,Low,so2,4.0
149,1,John Doe,2,Aerodrom,factory,41.99560976644684,21.44816287857688,2023-08-21 03:23:34,2023-09-29 21:33:44,,,pending,,Low,so2,5.0
150,3,Charlie Johnson,4,Gjorche,factory,41.99438433152916,21.40333414069869,2023-09-24 02:16:13,2023-10-05 16:12:24,2023-10-18 11:18:44,2023-10-25 17:25:28,completed,fine,Medium,so2,7.0
151,3,Charlie Johnson,1,Karposh,other,42.00171381926284,21.40139449135562,2023-09-28 22:00:58,2023-10-09 17:22:29,,,pending,,Low,so2,7.0
152,2,Alice Doe,1,Karposh,other,42.00688259760735,21.401780961612904,2023-09-19 19:24:40,2023-10-04 06:28:33,2023-10-07 19:50:15,2023-10-16 20:17:37,completed,other,Low,so2,2.0
153,4,Bob Williams,1,Karposh,factory,42.00292389404432,21.405133739515403,2023-08-20 04:37:04,2023-08-25 12:59:22,,,pending,,Low,so2,7.0
154,5,Michael Moore,1,Karposh,household,42.00782392958591,21.40266175088765,2023-09-14 01:25:14,2023-10-20 20:51:18,,,pending,,Low,so2,2.0
155,4,Bob Williams,1,Karposh,factory,41.99651162469127,21.404915867254456,2023-10-11 10:06:12,2023-10-12 03:43:58,,,pending,,Low,so2,4.0
156,4,Bob Williams,2,Aerodrom,household,41.998974533321935,21.452342839731955,2023-08-18 09:04:59,2023-10-26 18:05:17,2023-10-28 05:42:45,2023-10-28 12:30:54,completed,warning,Low,so2,2.0
157,2,Alice Doe,4,Gjorche,other,42.0011148754754,21.400269355938867,2023-08-23 11:49:08,2023-09-11 21:59:31,,,pending,,Low,so2,5.0
158,3,Charlie Johnson,5,Kapishtec,factory,41.97939282995082,21.493610824608936,2023-08-07 11:47:25,2023-08-18 08:57:29,2023-10-16 08:42:19,,in_progress,,Low,so2,4.0
159,1,John Doe,1,Karposh,household,41.996835138304505,21.40605079134195,2023-09-23 05:06:48,2023-10-28 20:57:31,2023-10-28 20:58:37,2023-10-28 20:59:16,completed,declined,Low,so2,2.0
160,4,Bob Williams,4,Gjorche,factory,42.00809381012218,21.402759178471985,2023-08-17 14:34:27,2023-09-25 21:42:57,2023-09-28 10:15:55,,in_progress,,Low,so2,7.0
161,4,Bob Williams,1,Karposh,factory,41.99636829170068,21.406274056487955,2023-09-13 17:39:32,2023-10-05 11:31:57,,,pending,,Low,so2,7.0
162,5,Michael Moore,3,Centar,household,41.99405455540128,21.431037616947968,2023-09-20 17:38:18,2023-10-28 17:40:36,2023-10-28 18:11:56,2023-10-28 20:21:59,completed,declined,Low,so2,2.0
163,1,John Doe,3,Centar,factory,41.99578528816585,21.42471302251681,2023-08-20 13:16:03,2023-10-26 14:24:47,2023-10-27 01:12:23,2023-10-27 05:36:49,completed,other,Low,so2,7.0
164,1,John Doe,1,Karposh,household,42.00094701230647,21.40413834664659,2023-08-28 23:30:43,2023-10-12 13:39:24,2023-10-26 00:37:31,,in_progress,,Low,so2,4.0
165,1,John Doe,1,Karposh,household,41.996607525428544,21.40687557124196,2023-10-12 02:56:09,2023-10-16 18:00:44,,,pending,,Low,so2,2.0
166,2,Alice Doe,5,Kapishtec,other,41.98006495225773,21.488355114705744,2023-08-01 00:48:06,2023-08-17 06:22:26,,,pending,,Low,so2,4.0
167,1,John Doe,2,Aerodrom,other,41.99146827302531,21.45890970082768,2023-10-07 07:43:27,2023-10-23 10:02:36,2023-10-26 20:41:07,,in_progress,,Low,so2,2.0
168,3,Charlie Johnson,2,Aerodrom,factory,41.99561495224256,21.449213554527255,2023-09-01 16:59:58,2023-10-21 11:19:45,,,pending,,Low,so2,5.0
169,2,Alice Doe,2,Aerodrom,other,41.99657448352442,21.45732219663723,2023-08-22 23:37:02,2023-10-15 19:05:37,,,pending,,Low,so2,7.0
170,4,Bob Williams,5,Kapishtec,household,41.96737663968048,21.49313569262772,2023-09-12 17:01:18,2023-09-13 08:43:04,2023-10-22 23:56:05,2023-10-26 04:31:17,completed,declined,Low,so2,2.0
171,2,Alice Doe,2,Aerodrom,factory,41.99097690146293,21.45041946926404,2023-08-04 02:15:38,2023-08-12 07:50:10,,,pending,,Low,so2,2.0
172,4,Bob Williams,4,Gjorche,other,42.00024567615566,21.39867421601963,2023-08-13 17:35:57,2023-10-14 02:13:32,2023-10-16 18:58:48,,in_progress,,Low,so2,4.0
173,2,Alice Doe,1,Karposh,factory,42.01059879430532,21.41048778454713,2023-08-23 03:19:04,2023-10-14 05:33:54,2023-10-24 11:38:33,,in_progress,,Low,so2,7.0
174,2,Alice Doe,2,Aerodrom,factory,41.99122548952578,21.447680649534977,2023-10-26 05:55:31,2023-10-26 08:02:48,2023-10-27 15:53:33,2023-10-28 17:56:36,completed,warning,Low,so2,4.0
175,3,Charlie Johnson,2,Aerodrom,household,41.998636886377206,21.447229460287875,2023-10-13 21:44:49,2023-10-26 02:12:49,2023-10-28 20:36:04,,in_progress,,Low,so2,5.0
176,2,Alice Doe,1,Karposh,other,42.0013286649347,21.41027076830637,2023-10-08 14:06:26,2023-10-26 17:45:37,2023-10-28 16:30:50,,in_progress,,Low,so2,2.0
177,5,Michael Moore,4,Gjorche,household,42.0088909067908,21.40469234302127,2023-10-08 10:35:02,2023-10-28 10:25:37,,,pending,,Low,so2,4.0
178,2,Alice Doe,4,Gjorche,other,42.010058807699465,21.402061087638156,2023-09-27 17:52:06,2023-10-10 10:59:02,2023-10-10 19:52:39,,in_progress,,Low,so2,4.0
179,4,Bob Williams,2,Aerodrom,other,41.9934406771562,21.46001935580797,2023-10-02 08:37:23,2023-10-19 22:54:54,,,pending,,Low,so2,5.0
180,5,Michael Moore,1,Karposh,household,42.01099650209327,21.409904971165314,2023-10-17 18:15:53,2023-10-22 04:34:51,2023-10-28 08:21:52,,in_progress,,Low,so2,6.0
181,5,Michael Moore,3,Centar,other,41.98900288909074,21.43521730452738,2023-08-10 15:13:33,2023-08-16 17:50:40,,,pending,,Low,so2,2.0
182,4,Bob Williams,2,Aerodrom,other,41.986531348279485,21.45344708516053,2023-10-27 02:46:21,2023-10-28 15:08:08,2023-10-28 17:10:09,2023-10-28 17:13:27,completed,warning,Low,so2,5.0
183,4,Bob Williams,2,Aerodrom,other,41.98889296313988,21.44926812546493,2023-10-27 12:24:43,2023-10-28 01:40:25,2023-10-28 07:45:28,2023-10-28 13:01:18,completed,warning,Medium,so2,7.0
184,3,Charlie Johnson,1,Karposh,household,42.00521083466367,21.41362580380196,2023-09-18 15:58:14,2023-09-20 06:19:07,2023-10-13 23:56:03,,in_progress,,Low,so2,7.0
185,5,Michael Moore,2,Aerodrom,factory,41.9924625272931,21.448870094689056,2023-10-25 09:23:27,2023-10-26 03:10:00,,,pending,,Low,so2,5.0
186,1,John Doe,1,Karposh,household,42.00255002701071,21.411442765699096,2023-09-24 21:29:54,2023-10-27 03:21:07,2023-10-28 07:53:24,,in_progress,,Low,so2,3.0
187,3,Charlie Johnson,2,Aerodrom,household,41.9885172218567,21.457183486336213,2023-10-26 13:02:08,2023-10-26 16:30:56,2023-10-27 07:40:47,2023-10-27 15:43:18,completed,other,Low,so2,5.0
188,5,Michael Moore,3,Centar,household,41.990176496526615,21.433239274909823,2023-10-10 06:10:19,2023-10-26 03:48:22,2023-10-27 02:25:12,2023-10-27 18:56:12,completed,warning,Low,so2,7.0
189,1,John Doe,2,Aerodrom,household,41.99978635810948,21.451582768537005,2023-08-24 19:44:26,2023-09-16 05:37:27,,,pending,,Low,so2,5.0
190,1,John Doe,3,Centar,factory,41.99829413771992,21.431805080249323,2023-10-02 13:47:24,2023-10-04 03:04:32,2023-10-10 20:20:37,2023-10-28 19:23:35,completed,other,Low,so2,4.0
191,5,Michael Moore,5,Kapishtec,other,41.97446916493568,21.4952423184689,2023-10-09 18:15:52,2023-10-21 01:57:48,2023-10-22 23:26:15,,in_progress,,Low,so2,4.0
192,2,Alice Doe,2,Aerodrom,household,41.99670812294468,21.458711502454847,2023-10-01 14:04:57,2023-10-19 03:49:45,,,pending,,Low,so2,7.0
193,3,Charlie Johnson,4,Gjorche,household,41.9981999174458,21.39425159135056,2023-10-04 07:50:38,2023-10-12 16:54:57,,,pending,,Low,so2,7.0
194,3,Charlie Johnson,3,Centar,household,41.98535283556584,21.425516440907558,2023-09-25 18:55:46,2023-10-05 18:45:58,2023-10-09 23:24:06,,in_progress,,Low,so2,7.0
195,4,Bob Williams,2,Aerodrom,factory,41.98898943479517,21.445642243662547,2023-10-06 23:20:42,2023-10-20 15:09:23,2023-10-23 23:05:55,,in_progress,,Low,so2,4.0
196,4,Bob Williams,4,Gjorche,factory,41.99587695572917,21.40578887298853,2023-08-13 15:13:01,2023-09-25 17:18:12,2023-10-19 19:56:37,,in_progress,,Low,so2,2.0
197,2,Alice Doe,1,Karposh,other,42.00760206603817,21.398594756080904,2023-08-31 09:33:44,2023-09-26 06:46:57,2023-10-28 13:39:30,2023-10-28 19:32:28,completed,warning,Low,so2,7.0
198,5,Michael Moore,4,Gjorche,factory,42.00361614615366,21.404220083546843,2023-09-25 03:00:01,2023-10-19 20:08:05,2023-10-25 07:39:06,2023-10-26 21:44:05,completed,other,Low,so2,7.0
199,1,John Doe,3,Centar,factory,41.99687479938808,21.43552030667428,2023-08-08 09:00:05,2023-08-21 03:57:45,2023-09-24 17:58:03,2023-10-14 16:59:54,completed,declined,Low,so2,7.0
200,5,Michael Moore,4,Gjorche,household,42.00404662531364,21.394220000548906,2023-09-25 08:04:41,2023-10-02 01:34:24,2023-10-07 01:11:35,,in_progress,,Low,so2,6.0
201,3,Charlie Johnson,3,Centar,household,41.9903294256507,21.42606720231606,2023-08-06 12:39:27,2023-08-19 13:31:48,2023-10-07 14:18:14,,in_progress,,Low,so2,2.0
202,1,John Doe,4,Gjorche,household,41.99753559330927,21.394661993336587,2023-09-09 02:05:34,2023-09-25 20:38:20,2023-10-03 07:30:14,,in_progress,,Low,so2,7.0
203,4,Bob Williams,4,Gjorche,household,41.99717506600416,21.406514863900966,2023-10-12 11:58:44,2023-10-16 16:50:16,2023-10-18 21:55:04,,in_progress,,Low,so2,4.0
204,5,Michael Moore,2,Aerodrom,other,41.99586596522547,21.452233110130926,2023-10-23 06:24:43,2023-10-24 16:28:22,2023-10-25 00:45:49,2023-10-25 18:03:58,completed,declined,Low,so2,4.0
205,3,Charlie Johnson,5,Kapishtec,other,41.983565673236775,21.488385317060047,2023-10-15 04:29:45,2023-10-22 10:10:01,,,pending,,Low,so2,4.0
206,2,Alice Doe,5,Kapishtec,factory,41.98057204765169,21.49309766614946,2023-10-13 17:02:25,2023-10-19 17:17:22,2023-10-22 11:57:16,,in_progress,,Low,so2,4.0
207,2,Alice Doe,3,Centar,household,41.99338923165071,21.43506861017551,2023-09-08 11:44:06,2023-09-17 23:06:45,,,pending,,Low,so2,4.0
208,2,Alice Doe,1,Karposh,household,42.00199072475673,21.41003818653219,2023-08-12 18:20:48,2023-10-15 01:24:40,2023-10-25 02:35:34,,in_progress,,Low,so2,4.0
209,1,John Doe,2,Aerodrom,household,41.99507809459841,21.46047210303132,2023-10-28 19:29:03,2023-10-28 19:51:43,2023-10-28 20:44:08,2023-10-28 20:58:10,completed,declined,Low,so2,4.0
210,2,Alice Doe,1,Karposh,factory,42.003545058650346,21.404940106321472,2023-09-03 03:30:20,2023-10-15 23:24:40,,,pending,,Low,so2,2.0
211,2,Alice Doe,4,Gjorche,household,42.00653964135668,21.395255585606325,2023-10-26 03:42:33,2023-10-27 22:36:30,,,pending,,Low,so2,7.0
212,1,John Doe,3,Centar,factory,41.9818430617764,21.432189382625836,2023-09-04 08:53:05,2023-10-09 03:50:39,2023-10-28 18:36:36,,in_progress,,Low,so2,4.0
213,5,Michael Moore,1,Karposh,household,41.99792563854988,21.402100895441063,2023-09-03 15:59:28,2023-09-03 21:24:55,2023-09-17 06:02:41,,in_progress,,Low,so2,7.0
214,5,Michael Moore,5,Kapishtec,household,41.97663323586562,21.498780100223325,2023-08-04 04:41:57,2023-09-29 18:54:13,2023-09-30 23:14:16,,in_progress,,Low,so2,3.0
215,2,Alice Doe,3,Centar,household,41.98772345357031,21.430968786190984,2023-10-27 07:01:29,2023-10-28 19:18:05,2023-10-28 20:19:21,2023-10-28 20:36:45,completed,fine,Low,so2,2.0
216,2,Alice Doe,3,Centar,other,41.99167055727028,21.428332139382288,2023-09-27 09:47:53,2023-10-16 22:10:47,2023-10-28 02:39:59,,in_progress,,Low,so2,2.0
217,5,Michael Moore,2,Aerodrom,other,41.99511668100804,21.445875448916365,2023-08-26 03:56:47,2023-10-14 11:41:20,2023-10-27 13:36:33,,in_progress,,Low,so2,4.0
218,4,Bob Williams,5,Kapishtec,household,41.97622569530378,21.493031017590678,2023-08-01 15:00:48,2023-09-16 07:43:14,2023-10-07 12:02:15,2023-10-17 20:27:05,completed,fine,Low,so2,4.0
219,5,Michael Moore,1,Karposh,other,41.9977756983891,21.412624388178152,2023-10-04 08:47:57,2023-10-25 16:00:50,2023-10-27 10:31:11,,in_progress,,Low,so2,2.0
220,4,Bob Williams,1,Karposh,household,41.996940966597,21.407609293160988,2023-09-17 13:10:53,2023-10-16 18:03:50,,,pending,,Low,so2,7.0
221,5,Michael Moore,4,Gjorche,other,42.00790326829047,21.405303173898865,2023-09-12 00:27:47,2023-09-12 07:00:08,2023-09-14 20:31:42,,in_progress,,Low,so2,5.0
222,4,Bob Williams,1,Karposh,household,41.9956164946198,21.406406133422845,2023-09-22 00:26:42,2023-10-06 01:04:01,,,pending,,Low,so2,7.0
223,2,Alice Doe,3,Centar,household,41.98582802519645,21.427812607587565,2023-08-28 03:30:51,2023-09-04 00:54:07,2023-09-18 08:29:56,2023-10-27 07:31:17,completed,other,Low,so2,5.0
224,2,Alice Doe,3,Centar,factory,41.98749858045573,21.439519836047044,2023-10-22 03:14:04,2023-10-24 03:16:17,2023-10-24 08:26:32,2023-10-27 18:08:29,completed,declined,Low,so2,2.0
225,5,Michael Moore,2,Aerodrom,other,41.99456209555559,21.453651947466295,2023-10-23 20:35:47,2023-10-25 17:54:43,2023-10-28 08:29:12,2023-10-28 17:25:22,completed,warning,Low,so2,2.0
226,1,John Doe,5,Kapishtec,factory,41.96965563220805,21.49503643382082,2023-10-13 22:51:49,2023-10-23 20:19:44,2023-10-26 23:45:31,2023-10-28 12:31:54,completed,warning,Low,so2,4.0
227,3,Charlie Johnson,1,Karposh,factory,41.997434952564326,21.406987142328543,2023-08-09 05:53:50,2023-09-19 13:38:05,2023-10-02 21:29:20,2023-10-11 04:17:20,completed,other,Low,so2,2.0
228,5,Michael Moore,2,Aerodrom,factory,41.99574220297166,21.445996876988907,2023-09-16 23:05:32,2023-10-21 09:37:35,2023-10-22 04:59:08,2023-10-27 11:10:13,completed,warning,Low,so2,7.0
229,4,Bob Williams,3,Centar,other,41.993246764872346,21.427117610874596,2023-08-11 01:00:02,2023-09-01 16:43:40,,,pending,,Low,so2,2.0
230,5,Michael Moore,5,Kapishtec,household,41.967481962214976,21.49067030610748,2023-08-01 23:44:59,2023-09-07 02:14:58,2023-10-03 19:54:44,2023-10-13 17:32:49,completed,warning,Low,so2,2.0
231,3,Charlie Johnson,1,Karposh,household,41.99590538622569,21.410008243862407,2023-10-28 11:33:41,2023-10-28 15:11:44,,,pending,,Low,so2,4.0
232,1,John Doe,1,Karposh,other,42.00917318757291,21.4006504938751,2023-08-31 11:18:19,2023-09-10 23:05:52,2023-10-01 04:01:55,2023-10-02 16:12:05,completed,warning,Low,so2,2.0
233,3,Charlie Johnson,2,Aerodrom,household,41.99140126801053,21.45432045865197,2023-08-03 07:48:08,2023-09-24 22:36:31,2023-09-29 23:45:38,,in_progress,,Low,so2,4.0
234,4,Bob Williams,2,Aerodrom,household,41.98649442739112,21.44827904018895,2023-08-21 04:08:34,2023-10-23 10:14:48,2023-10-26 15:56:34,,in_progress,,Low,so2,2.0
235,4,Bob Williams,5,Kapishtec,household,41.97612726939996,21.48784714253508,2023-08-11 18:01:35,2023-10-06 03:01:41,,,pending,,Low,so2,7.0
236,2,Alice Doe,1,Karposh,household,42.00533442278612,21.40943023956288,2023-10-04 15:23:37,2023-10-14 04:22:15,,,pending,,Low,so2,2.0
237,4,Bob Williams,4,Gjorche,household,42.00760712678145,21.39627465823508,2023-09-30 17:16:54,2023-10-15 03:51:12,,,pending,,Low,so2,7.0
238,1,John Doe,1,Karposh,other,42.00791638970584,21.407740853217376,2023-08-24 03:39:56,2023-09-19 16:12:40,2023-10-19 12:10:58,2023-10-27 19:57:57,completed,other,Low,so2,2.0
239,1,John Doe,1,Karposh,household,42.00337471353205,21.41472647735105,2023-09-26 07:04:29,2023-10-22 22:09:13,2023-10-26 00:12:07,2023-10-26 21:11:44,completed,fine,Low,so2,4.0
